iter	RMSE
0	0.3400550242
1	0.3305344778
2	0.3213630875
3	0.3125289769
4	0.3038020116
5	0.2953921735
6	0.2872197347
7	0.2793063721
8	0.2716677606
9	0.2641464785
10	0.2569299386
11	0.2499113233
12	0.2431811449
13	0.2365778582
14	0.2301963821
15	0.2240625767
16	0.2180216298
17	0.2121830852
18	0.2064510639
19	0.2009569821
20	0.195595991
21	0.1903913979
22	0.1853736423
23	0.1804224328
24	0.1756806884
25	0.1710745194
26	0.1666452408
27	0.1623178939
28	0.1581196757
29	0.1540754841
30	0.1501262867
31	0.1462951837
32	0.142503015
33	0.1389031893
34	0.135315213
35	0.1319548408
36	0.1286559878
37	0.1254366637
38	0.1223310692
39	0.1193309165
40	0.1164283434
41	0.1135802129
42	0.1108120707
43	0.1080356555
44	0.1053652861
45	0.102795854
46	0.1003166959
47	0.09786074249
48	0.09553423739
49	0.09322602102
50	0.09103907742
51	0.08892619275
52	0.08689692078
53	0.08486917823
54	0.08297261418
55	0.08105982405
56	0.07922641748
57	0.07743988276
58	0.07573509983
59	0.07403866899
60	0.07237843421
61	0.07078019719
62	0.0692531062
63	0.06776553365
64	0.06634168095
65	0.06496569586
66	0.06360263967
67	0.06229704154
68	0.06103288664
69	0.05983822396
70	0.058649544
71	0.05749131156
72	0.05635939056
73	0.05531963195
74	0.054257473
75	0.05323985868
76	0.05227787942
77	0.05134866487
78	0.0504369779
79	0.04955007145
80	0.04867096593
81	0.04784879761
82	0.04704689185
83	0.04626150391
84	0.0454956059
85	0.04475009209
86	0.04403845403
87	0.04337855355
88	0.04271448875
89	0.04205195882
90	0.04144929068
91	0.0408373124
92	0.04024335083
93	0.03967716003
94	0.03909553758
95	0.03853523243
96	0.03802722764
97	0.03750271987
98	0.0370070193
99	0.03655704524
100	0.03610538899
101	0.03563235038
102	0.03519133626
103	0.03477577939
104	0.03434909655
105	0.03394634006
106	0.03354495194
107	0.03315371598
108	0.03277069815
109	0.03239310531
110	0.03203833471
111	0.03170805572
112	0.03137084337
113	0.03104917182
114	0.03074516364
115	0.03043831637
116	0.03014303262
117	0.02985616804
118	0.02958910042
119	0.02931964124
120	0.02905409228
121	0.0287870342
122	0.02853658484
123	0.02829527941
124	0.02807147393
125	0.02782688997
126	0.02761359361
127	0.02738972674
128	0.02718208206
129	0.02697343639
130	0.02677472469
131	0.02657469555
132	0.02638474202
133	0.02620311709
134	0.02603344661
135	0.02585691913
136	0.0256950696
137	0.02553930885
138	0.02526599865
139	0.02510506477
140	0.02494797875
141	0.02480251426
142	0.02466151551
143	0.02451995519
144	0.02437355418
145	0.02424116027
146	0.02398283427
147	0.02385204816
148	0.02371643948
149	0.02359155794
150	0.02346988923
151	0.02324130346
152	0.02312527888
153	0.02301115342
154	0.02277791456
155	0.02267132935
156	0.02256724343
157	0.02232549431
158	0.02215737334
159	0.02195610401
160	0.02174104305
161	0.02164258818
162	0.02154136195
163	0.02144975432
164	0.02125034402
165	0.02116140845
166	0.02099864834
167	0.02091451285
168	0.02082964594
169	0.02065002247
170	0.02056577429
171	0.02048661244
172	0.02030392268
173	0.0202267318
174	0.02005527265
175	0.01998228095
176	0.01990909766
177	0.01984233246
178	0.01970616879
179	0.01956544517
180	0.01950143618
181	0.01936948463
182	0.01930079229
183	0.01918319044
184	0.01911421903
185	0.01904510134
186	0.01897496807
187	0.0189160686
188	0.01878230993
189	0.01864094238
190	0.01857545383
191	0.01846794301
192	0.01841227554
193	0.01836231387
194	0.01822682397
195	0.01817193912
196	0.01812387551
197	0.01807346758
198	0.01801811394
199	0.01797098786
200	0.01785363265
201	0.017803644
202	0.01775874405
203	0.0177112253
204	0.01766686544
205	0.01762562303
206	0.01758470151
207	0.01753831316
208	0.01743962614
209	0.01740242659
210	0.01736274139
211	0.01732283906
212	0.0172800557
213	0.01724196223
214	0.01720549729
215	0.01716680102
216	0.01713471152
217	0.01710462559
218	0.01707208796
219	0.0170401364
220	0.0170088586
221	0.01698150288
222	0.01688530219
223	0.01685323146
224	0.01676280905
225	0.01673376843
226	0.01670916155
227	0.01662262165
228	0.01654726813
229	0.01652108948
230	0.016494077
231	0.01646831803
232	0.01644409561
233	0.01635531326
234	0.01626865453
235	0.0161810206
236	0.01609515942
237	0.01607354455
238	0.0160475244
239	0.01602095317
240	0.01599978678
241	0.01597635616
242	0.01590065962
243	0.01587653442
244	0.0158060876
245	0.01578500338
246	0.01576529252
247	0.01574407744
248	0.01572132609
249	0.015665525
250	0.01564954813
251	0.01558375357
252	0.01556595723
253	0.01551240177
254	0.01549290863
255	0.01547114021
256	0.01545331084
257	0.01543263363
258	0.01541519803
259	0.01539743909
260	0.01536802516
261	0.01535161461
262	0.01528764637
263	0.01523446881
264	0.0152181232
265	0.0152037723
266	0.01519033228
267	0.01517305685
268	0.01511358617
269	0.01510115594
270	0.0150879359
271	0.01507495226
272	0.01506286438
273	0.01500968411
274	0.01499349627
275	0.0149784484
276	0.01496344921
277	0.0149505229
278	0.01493577612
279	0.0149214405
280	0.01490868824
281	0.01486500539
282	0.0148527002
283	0.01483878442
284	0.01479305389
285	0.0147835647
286	0.01477124044
287	0.01475918704
288	0.01474983766
289	0.01473921483
290	0.01469887638
291	0.01468816061
292	0.01464108259
293	0.01463266411
294	0.01459316601
295	0.01456483368
296	0.01455724785
297	0.0145488922
298	0.01454011779
299	0.01453161919
300	0.01452029372
301	0.01450991978
302	0.0145023964
303	0.01449665128
304	0.01445750914
305	0.0144490322
306	0.01443700814
307	0.01442925655
308	0.01441207387
309	0.01437226515
310	0.0143640897
311	0.01432608569
312	0.01432114653
313	0.01430863792
314	0.01430211002
315	0.01429335683
316	0.01425881519
317	0.01425174924
318	0.01421932291
319	0.01420854452
320	0.01420085218
321	0.01419672179
322	0.01418803236
323	0.01416562054
324	0.01415848594
325	0.01415051598
326	0.01414255605
327	0.01413431361
328	0.01410288032
329	0.01409578158
330	0.01408970767
331	0.01408278756
332	0.01407683103
333	0.01406958518
334	0.01403984805
335	0.01403424066
336	0.0140296927
337	0.01402346501
338	0.01401739505
339	0.01401351726
340	0.01400331937
341	0.01399968307
342	0.01399339402
343	0.01396958044
344	0.01395198358
345	0.01394547358
346	0.01394085611
347	0.01393770601
348	0.01393160656
349	0.01392835491
350	0.01392788668
351	0.01392519805
352	0.01389685705
353	0.01388958394
354	0.0138876667
355	0.0138826001
356	0.0138728137
357	0.0138665397
358	0.01385780099
359	0.01385144882
360	0.01384695852
361	0.0138424114
362	0.01382756176
363	0.01380861247
364	0.01380355352
365	0.01379536611
366	0.01379092796
367	0.01378582606
368	0.01378199253
369	0.01377768311
370	0.0137726496
371	0.01376927953
372	0.01376633041
373	0.01376265148
374	0.01375853281
375	0.01373441289
376	0.01372943748
377	0.01372164883
378	0.01371916936
379	0.01371649308
380	0.01371355352
381	0.01370978578
382	0.01370741031
383	0.01370383047
384	0.01369997054
385	0.01369775123
386	0.01369410558
387	0.01367040046
388	0.01366634129
389	0.01366121967
390	0.01365716697
391	0.01365479941
392	0.01364993628
393	0.01363223876
394	0.0136068104
395	0.01358688399
396	0.01358416876
397	0.01358036367
398	0.01357711169
399	0.01357321692
400	0.01356714822
401	0.01356313258
402	0.01356032617
403	0.01355781738
404	0.01355551528
405	0.0135503714
406	0.01354817275
407	0.01354236003
408	0.01354034415
409	0.0135370307
410	0.01352084267
411	0.01351723786
412	0.0135100318
413	0.01350752073
414	0.01350503569
415	0.01349872825
416	0.01349544519
417	0.01347576424
418	0.01347253987
419	0.01346721706
420	0.01346064749
421	0.01345536931
422	0.01345194606
423	0.01344756141
424	0.01342811018
425	0.01341842197
426	0.01341503877
427	0.01339689397
428	0.01339234696
429	0.01338843202
430	0.01338509086
431	0.01337659427
432	0.01336537769
433	0.01335024638
434	0.01334674051
435	0.01334414918
436	0.01333949082
437	0.01332694079
438	0.01331239424
439	0.01330950908
440	0.01330470727
441	0.01330205318
442	0.01329497628
443	0.01328589962
444	0.01328022112
445	0.01327518614
446	0.01327059789
447	0.01326400462
448	0.01326030273
449	0.01325788998
450	0.01325487987
451	0.01324798654
452	0.0132412025
453	0.01323567527
454	0.01323169153
455	0.01322661678
456	0.0132163284
457	0.01321121512
458	0.01320800008
459	0.0132032722
460	0.0131946187
461	0.01318985563
462	0.01318383445
463	0.01318157543
464	0.01317901634
465	0.01317581729
466	0.0131742567
467	0.01317123415
468	0.01315315584
469	0.01314745775
470	0.01313668074
471	0.01312737812
472	0.01312303107
473	0.01311394549
474	0.01310938691
475	0.0131064358
476	0.01309633471
477	0.01309375971
478	0.01309099026
479	0.01308939267
480	0.01308762702
481	0.01308465244
482	0.01308177902
483	0.01307784107
484	0.01307359045
485	0.0130693401
486	0.01306672398
487	0.01306404872
488	0.01306169423
489	0.01305833773
490	0.0130548049
491	0.01305010962
492	0.01304621142
493	0.01304219248
494	0.0130405862
495	0.01303808155
496	0.01303588986
497	0.01303164992
498	0.01302907179
499	0.01302637861
500	0.01302286708
501	0.01302072421
502	0.01301958514
503	0.01301561023
504	0.01301393495
505	0.01299397995
506	0.01298990123
507	0.01298202796
508	0.01297736508
509	0.01297488369
510	0.01297274529
511	0.01297036747
512	0.0129680675
513	0.01296482444
514	0.01296104767
515	0.01295667146
516	0.01294148719
517	0.01293887546
518	0.01293686712
519	0.0129344052
520	0.01293110037
521	0.0129293446
522	0.01292743564
523	0.01292472032
524	0.01292041846
525	0.01291650052
526	0.01291277004
527	0.01290993012
528	0.01290764317
529	0.01290172348
530	0.01289396481
531	0.0128896355
532	0.01288740085
533	0.01287000922
534	0.0128594145
535	0.01285084708
536	0.01284794062
537	0.01284700193
538	0.01284602624
539	0.01284443005
540	0.01283876322
541	0.01283675554
542	0.01283375616
543	0.01283137866
544	0.01282893912
545	0.01282590761
546	0.01282446998
547	0.01282336334
548	0.01282143755
549	0.01281779478
550	0.01281630021
551	0.01281536691
552	0.01281299779
553	0.01280962667
554	0.01280651794
555	0.01280343666
556	0.0128013255
557	0.01279794874
558	0.01279701709
559	0.01279483653
560	0.01279106454
561	0.01278789146
562	0.01278501459
563	0.01278186147
564	0.01277823412
565	0.01277617021
566	0.01277537025
567	0.01277295488
568	0.01276928405
569	0.01276690703
570	0.01276542618
571	0.01276433175
572	0.01276220474
573	0.01276086535
574	0.01276000754
575	0.01275824518
576	0.01275661204
577	0.01275293219
578	0.01275033027
579	0.01274798945
580	0.01274608252
581	0.0127433836
582	0.01274212012
583	0.01273206639
584	0.01273029692
585	0.01272772152
586	0.01272589925
587	0.01272412302
588	0.01272119241
589	0.01271904678
590	0.01271718703
591	0.01271583316
592	0.01271221596
593	0.01270192521
594	0.01269935967
595	0.01269749018
596	0.01269578839
597	0.01269442359
598	0.01268511874
599	0.01268278871
600	0.01268210688
601	0.01268072469
602	0.01267885887
603	0.0126774594
604	0.01267472761
605	0.01267271329
606	0.01267146143
607	0.01266978617
608	0.01266675426
609	0.01266601226
610	0.01266427644
611	0.01266130481
612	0.0126604747
613	0.01265830601
614	0.01265661285
615	0.01265542158
616	0.01265376893
617	0.01265112021
618	0.01264786843
619	0.01264536489
620	0.01263943912
621	0.01263675409
622	0.01263484614
623	0.01263269846
624	0.01263081938
625	0.01262929097
626	0.01262870108
627	0.01262554989
628	0.01262329655
629	0.01262157512
630	0.01262088424
631	0.01261815515
632	0.01261687279
633	0.01261533575
634	0.01261309054
635	0.01261029282
636	0.01260834494
637	0.01260699689
638	0.01260541462
639	0.01260396122
640	0.01260158401
641	0.01260056329
642	0.01259827682
643	0.01259728792
644	0.01259474517
645	0.01259288681
646	0.01259163061
647	0.01259111147
648	0.01258857137
649	0.01258624877
650	0.01258424037
651	0.01258266801
652	0.01258082655
653	0.0125792505
654	0.01257716189
655	0.01257639741
656	0.01257475677
657	0.01257333157
658	0.01257191384
659	0.01257056948
660	0.01256860233
661	0.0125674468
662	0.01256557904
663	0.0125642244
664	0.01256295504
665	0.01256156168
666	0.01255922688
667	0.01255790032
668	0.01255505974
669	0.01255296588
670	0.01255182003
671	0.01254993331
672	0.01254934087
673	0.01254784767
674	0.01254677423
675	0.0125459171
676	0.0125441411
677	0.01254260164
678	0.01253282278
679	0.01253044359
680	0.0125281522
681	0.01252607497
682	0.01252421276
683	0.01252295638
684	0.01250067835
685	0.01249867784
686	0.01249708882
687	0.0124960143
688	0.01249462336
689	0.01249311446
690	0.01249142046
691	0.01249042329
692	0.01248867477
693	0.01248781903
694	0.01248614885
