iter	Passed	Remaining
1663	186892	150052
1664	187010	149945
1665	187115	149827
1666	187216	149705
1667	187313	149581
1668	187426	149469
1669	187535	149354
1670	187651	149245
1671	187762	149131
1672	187862	149009
1673	187979	148901
1674	188081	148780
1675	188208	148680
1676	188317	148565
1677	188433	148456
1678	188559	148354
1679	188677	148246
1680	188799	148141
1681	188907	148026
1682	189041	147930
1683	189168	147829
1684	189283	147719
1685	189393	147605
1686	189507	147494
1687	189620	147382
1688	189724	147263
1689	189827	147144
1690	189947	147038
1691	190079	146940
1692	190190	146827
1693	190297	146710
1694	190406	146595
1695	190514	146480
1696	190628	146369
1697	190745	146260
1698	190865	146154
1699	190992	146053
1700	191119	145952
1701	191219	145830
1702	191332	145718
1703	191453	145612
1704	191563	145498
1705	191691	145397
1706	191812	145292
1707	191937	145189
1708	200667	151586
1709	200809	151487
1710	200940	151380
1711	201089	151287
1712	201256	151206
1713	201389	151100
1714	201547	151013
1715	201679	150906
1716	201814	150802
1717	201962	150707
1718	202104	150608
1719	202241	150505
1720	202385	150407
1721	202536	150314
1722	202680	150216
1723	202816	150112
1724	202958	150012
1725	203076	149895
1726	203221	149797
1727	203353	149690
1728	203482	149581
1729	203609	149470
1730	203750	149369
1731	203893	149270
1732	204005	149148
1733	204129	149035
1734	204238	148911
1735	204389	148818
1736	204551	148732
1737	204676	148620
1738	204830	148528
1739	204976	148431
1740	205135	148343
1741	205283	148247
1742	205449	148164
1743	205576	148052
1744	205745	147971
1745	205907	147885
1746	206061	147793
1747	206228	147710
1748	206387	147621
1749	206523	147516
1750	206656	147409
1751	206794	147305
1752	206970	147228
1753	207109	147125
1754	207262	147032
1755	207419	146941
1756	207559	146838
1757	207702	146738
1758	207863	146650
1759	208025	146563
1760	208192	146479
1761	208347	146387
1762	208475	146276
1763	208615	146172
1764	208773	146082
1765	208937	145996
1766	209105	145912
1767	209283	145835
1768	209469	145764
1769	209625	145672
1770	209772	145573
1771	209915	145472
1772	210089	145391
1773	210230	145288
1774	210399	145205
1775	210542	145103
1776	210698	145010
1777	210846	144912
1778	210990	144811
1779	211148	144719
1780	211302	144625
1781	211484	144549
1782	211634	144452
1783	211770	144346
1784	211908	144240
1785	212060	144144
1786	212224	144055
1787	212387	143967
1788	212558	143884
1789	212728	143799
1790	212886	143707
1791	213008	143590
1792	213176	143504
1793	213320	143402
1794	213481	143312
1795	213622	143207
1796	213772	143109
1797	213952	143031
1798	214082	142919
1799	214256	142837
1800	214388	142727
1801	214517	142615
1802	214652	142506
1803	214873	142454
1804	215031	142361
1805	215174	142258
1806	215322	142158
1807	215488	142069
1808	215617	141957
1809	215790	141873
1810	215919	141760
1811	216055	141652
1812	216220	141562
1813	216360	141457
1814	216484	141341
1815	216625	141235
1816	216784	141142
1817	216940	141046
1818	217069	140933
1819	217232	140842
1820	217365	140732
1821	217516	140633
1822	217664	140532
1823	217809	140430
1824	217981	140343
1825	218130	140243
1826	218267	140135
1827	218416	140034
1828	218569	139936
1829	218678	139810
1830	218827	139710
1831	218973	139607
1832	219136	139515
1833	219277	139410
1834	219421	139305
1835	219566	139202
1836	219699	139091
1837	219829	138978
1838	219973	138874
1839	220106	138762
1840	220245	138655
1841	220374	138541
1842	220519	138437
1843	220679	138343
1844	220843	138251
1845	220998	138153
1846	221153	138056
1847	221304	137956
1848	221432	137841
1849	221581	137739
1850	221733	137640
1851	221871	137531
1852	222049	137448
1853	222194	137343
1854	222329	137232
1855	222484	137134
1856	222631	137031
1857	222797	136939
1858	222959	136845
1859	223108	136744
1860	223288	136660
1861	223423	136550
1862	223602	136465
1863	223725	136347
1864	223871	136243
1865	224022	136142
1866	224160	136033
1867	224328	135942
1868	224472	135836
1869	224608	135725
1870	224734	135609
1871	224858	135491
1872	224996	135382
1873	225135	135273
1874	225284	135170
1875	225438	135070
1876	225576	134961
1877	225710	134849
1878	225849	134740
1879	225983	134628
1880	226128	134523
1881	226290	134427
1882	226415	134310
1883	226563	134206
1884	226757	134129
1885	226960	134058
1886	227140	133972
1887	227308	133880
1888	227475	133788
1889	227631	133688
1890	227777	133582
1891	227915	133472
1892	228045	133357
1893	228196	133255
1894	228365	133162
1895	228511	133057
1896	228699	132976
1897	228874	132886
1898	229082	132817
1899	229272	132736
1900	229434	132639
1901	229567	132526
1902	229676	132398
1903	229820	132291
1904	229965	132184
1905	230090	132066
1906	230225	131953
1907	230367	131845
1908	230511	131738
1909	230653	131629
1910	230803	131525
1911	230943	131415
1912	231082	131304
1913	231257	131214
1914	231450	131135
1915	231580	131019
1916	231726	130912
1917	231895	130818
1918	232048	130716
1919	232182	130602
1920	232330	130496
1921	232486	130395
1922	232638	130291
1923	232754	130168
1924	232898	130060
1925	233056	129960
1926	233212	129858
1927	233372	129758
1928	233505	129644
1929	233630	129525
1930	233800	129431
1931	233950	129326
1932	234098	129220
1933	234223	129101
1934	234356	128986
1935	234499	128877
1936	234661	128778
1937	234803	128669
1938	234956	128565
1939	235111	128462
1940	235269	128361
1941	235437	128265
1942	235588	128161
1943	235734	128053
1944	235908	127960
1945	236093	127873
1946	236238	127765
1947	236395	127663
1948	236576	127574
1949	236737	127474
1950	236900	127374
1951	237071	127280
1952	237237	127182
1953	237397	127081
1954	237546	126974
1955	237680	126860
1956	237824	126750
1957	237967	126640
1958	238150	126551
1959	238309	126449
1960	238460	126343
1961	238608	126236
1962	238773	126137
1963	238844	125989
1964	239020	125896
1965	239193	125801
1966	239376	125712
1967	239526	125605
1968	239680	125500
1969	239839	125398
1970	239998	125295
1971	240169	125199
1972	240314	125090
1973	240470	124986
1974	240591	124863
1975	240736	124754
1976	240883	124645
1977	241031	124537
1978	241191	124434
1979	241328	124320
1980	241480	124214
1981	241632	124108
1982	241805	124012
1983	241958	123906
1984	242112	123800
1985	242275	123699
1986	242464	123611
1987	242589	123491
1988	242773	123400
1989	242900	123281
1990	243030	123163
1991	243183	123056
1992	243318	122941
1993	243471	122834
1994	243633	122732
1995	243815	122640
1996	243965	122532
1997	244137	122435
1998	244285	122325
1999	244407	122203
2000	244592	122112
2001	244723	121995
2002	244870	121885
2003	245021	121777
2004	245176	121671
2005	245326	121562
2006	245468	121450
2007	245609	121337
2008	245747	121222
2009	245896	121113
2010	246035	120999
2011	246170	120882
2012	246328	120777
2013	246465	120662
2014	246596	120544
2015	246761	120443
2016	246888	120322
2017	247037	120213
2018	247191	120106
2019	247347	120000
2020	247518	119901
2021	247685	119800
2022	247816	119681
2023	247979	119579
2024	248126	119468
2025	248286	119363
2026	248468	119269
2027	248603	119153
2028	248772	119053
2029	248947	118955
2030	249122	118857
2031	249272	118748
2032	249475	118663
2033	249624	118553
2034	249750	118432
2035	249921	118332
2036	250071	118222
2037	250232	118117
2038	250369	118001
2039	250537	117900
2040	250708	117799
2041	250866	117693
2042	251034	117591
2043	251208	117492
2044	251363	117385
2045	251536	117285
2046	251697	117179
2047	251847	117069
2048	252027	116973
2049	252194	116870
2050	252363	116768
2051	252555	116677
2052	252719	116573
2053	252897	116475
2054	253082	116381
2055	253250	116278
2056	253381	116159
2057	253530	116047
2058	253660	115927
2059	253786	115805
2060	253930	115691
2061	254048	115566
2062	254193	115452
2063	254324	115333
2064	254470	115220
2065	254595	115097
2066	254709	114970
2067	254868	114863
2068	255005	114746
2069	255144	114630
2070	255277	114511
2071	255410	114392
2072	255538	114271
2073	255657	114146
2074	255797	114030
2075	255923	113908
2076	256076	113798
2077	256226	113686
2078	256373	113573
2079	256509	113455
2080	256641	113336
2081	256790	113224
2082	256936	113111
2083	257066	112990
2084	257219	112880
2085	257396	112780
2086	257544	112667
2087	257693	112555
2088	257846	112445
2089	258011	112339
2090	258151	112223
2091	258272	112099
2092	258407	111980
2093	258572	111875
2094	258736	111769
2095	258891	111659
2096	259028	111541
2097	259198	111437
2098	259362	111331
2099	259514	111220
2100	259649	111101
2101	259791	110985
2102	259945	110875
2103	260106	110767
2104	260236	110646
2105	260383	110533
2106	260511	110411
2107	260660	110298
2108	260807	110184
2109	260945	110066
2110	261105	109958
2111	261261	109848
2112	261390	109727
2113	261528	109609
2114	261674	109495
2115	261787	109366
2116	261932	109251
2117	262079	109137
2118	262219	109020
2119	262373	108909
2120	262495	108785
2121	262618	108661
2122	262781	108553
2123	262952	108449
2124	263133	108349
2125	263262	108227
2126	263410	108113
2127	263562	108001
2128	263727	107894
2129	263876	107780
2130	263991	107652
2131	264111	107527
2132	264290	107426
2133	264460	107320
2134	264595	107201
2135	264752	107090
2136	264912	106981
2137	265038	106858
2138	265171	106737
2139	265301	106616
2140	265421	106491
2141	265555	106370
2142	265696	106253
2143	265834	106135
2144	265992	106025
2145	266138	105909
2146	266268	105788
2147	266412	105671
2148	266580	105565
2149	266715	105445
2150	266876	105336
2151	267045	105229
2152	267211	105122
2153	267352	105004
2154	267497	104888
2155	267621	104764
2156	267776	104652
2157	267896	104526
2158	268060	104418
2159	268212	104304
2160	268354	104187
2161	268452	104053
2162	268600	103938
2163	268754	103825
2164	268906	103712
2165	269060	103599
2166	269226	103491
2167	269353	103368
2168	269515	103258
2169	269665	103143
2170	269796	103022
2171	269944	102907
2172	270119	102802
2173	270258	102683
2174	270401	102566
2175	270544	102448
2176	270683	102330
2177	270815	102208
2178	270948	102087
2179	271075	101964
2180	271231	101851
2181	271392	101741
2182	271543	101626
2183	271695	101512
2184	271843	101397
2185	272008	101287
2186	272172	101177
2187	272325	101063
2188	272513	100963
2189	272665	100849
2190	272825	100737
2191	272996	100630
2192	273167	100522
2193	273314	100406
2194	273472	100294
2195	273635	100183
2196	273811	100077
2197	273976	99967
2198	274162	99865
2199	274307	99748
2200	274467	99636
2201	274572	99504
2202	274707	99383
2203	274860	99269
2204	275025	99158
2205	275168	99040
2206	275327	98928
2207	275388	98780
2208	275511	98655
2209	275652	98536
2210	275793	98417
2211	275928	98296
2212	276080	98181
2213	276240	98069
2214	276395	97954
2215	276544	97838
2216	276676	97716
2217	276800	97591
2218	276938	97471
2219	277074	97350
2220	277219	97232
2221	277336	97105
2222	277496	96992
2223	277655	96879
2224	277803	96763
2225	277948	96645
2226	278075	96521
2227	278212	96400
2228	278341	96277
2229	278494	96161
2230	278643	96045
2231	278785	95926
2232	278939	95811
2233	279101	95699
2234	279270	95589
2235	279412	95470
2236	279549	95349
2237	279670	95223
2238	279816	95105
2239	279957	94985
2240	280108	94869
2241	280242	94747
2242	280386	94628
2243	280509	94503
2244	280653	94384
2245	280808	94269
2246	280957	94152
2247	281134	94044
2248	281279	93926
2249	281437	93812
2250	281572	93690
2251	281719	93572
2252	281891	93463
2253	282035	93344
2254	282181	93226
2255	282329	93108
2256	282482	92992
2257	282625	92873
2258	282801	92764
2259	282982	92657
2260	283126	92538
2261	283279	92422
2262	283417	92301
2263	283547	92178
2264	283687	92057
2265	283852	91945
2266	283993	91825
2267	284115	91698
2268	284285	91587
2269	284421	91465
2270	284575	91349
2271	284713	91228
2272	284847	91105
2273	284976	90982
2274	285128	90865
2275	285269	90744
2276	285382	90615
2277	285513	90491
2278	285656	90372
2279	285806	90254
2280	285948	90134
2281	286112	90021
2282	286257	89902
2283	286398	89781
2284	286548	89663
2285	286686	89542
2286	286833	89423
2287	286985	89306
2288	287143	89191
2289	287267	89065
2290	287407	88944
2291	287555	88826
2292	287697	88705
2293	287851	88588
2294	288019	88476
2295	288150	88352
2296	288303	88235
2297	288429	88110
2298	288589	87995
2299	288722	87871
2300	288861	87750
2301	289009	87631
2302	289148	87510
2303	289248	87377
2304	289392	87257
2305	289539	87138
2306	289695	87021
2307	289834	86900
2308	289990	86783
2309	290101	86653
2310	290185	86515
2311	290273	86379
2312	290406	86255
2313	290519	86126
2314	290673	86009
2315	290765	85873
2316	290873	85743
2317	290985	85613
2318	291072	85476
2319	291166	85341
2320	291268	85209
2321	291382	85080
2322	291504	84954
2323	291613	84823
2324	291715	84691
2325	291795	84552
2326	291864	84411
2327	291922	84266
2328	291990	84124
2329	292048	83979
2330	292104	83834
2331	292155	83687
2332	292211	83542
2333	292278	83400
2334	292304	83247
2335	292355	83101
2336	292407	82955
2337	292460	82809
2338	292508	82662
2339	292555	82515
2340	292600	82368
2341	292656	82223
2342	292703	82076
2343	292749	81929
2344	292794	81782
2345	292839	81635
2346	292884	81488
2347	292932	81342
2348	292985	81197
2349	293040	81053
2350	293088	80907
2351	293139	80762
2352	293190	80618
2353	293240	80473
2354	293290	80328
2355	293341	80183
2356	293393	80039
2357	293444	79894
2358	293492	79749
2359	293543	79605
2360	293598	79461
2361	293655	79319
2362	293711	79176
2363	293767	79033
2364	293821	78890
2365	293883	78749
2366	293933	78605
2367	293987	78462
2368	294040	78319
2369	294102	78179
2370	294169	78039
2371	294227	77898
2372	294276	77754
2373	294330	77612
2374	294385	77469
2375	294437	77326
2376	294490	77184
2377	294544	77042
2378	294596	76899
2379	294649	76757
2380	294693	76612
2381	294740	76469
2382	294787	76325
2383	294840	76183
2384	294895	76042
2385	294949	75900
2386	295047	75770
2387	295193	75652
2388	295328	75531
2389	295487	75417
2390	295619	75295
2391	295757	75175
2392	295874	75050
2393	296026	74934
2394	296162	74813
2395	296286	74689
2396	296397	74563
2397	296526	74440
2398	296659	74319
2399	296795	74198
2400	296922	74075
2401	297068	73957
2402	297201	73836
2403	297328	73713
2404	297462	73592
2405	297539	73457
2406	297672	73336
2407	297795	73212
2408	297930	73091
2409	298067	72970
2410	298217	72853
2411	298361	72734
2412	298481	72610
2413	298611	72488
2414	298748	72367
2415	298905	72252
2416	299031	72128
2417	299159	72006
2418	299294	71885
2419	299435	71765
2420	299577	71646
2421	299715	71525
2422	299832	71400
2423	299970	71280
2424	300105	71159
2425	300243	71038
2426	300367	70915
2427	300474	70787
2428	300635	70672
2429	300746	70545
2430	300887	70425
2431	301028	70306
2432	301167	70185
2433	301307	70065
2434	301470	69951
2435	301574	69822
2436	301699	69699
2437	301841	69579
2438	302007	69465
2439	302171	69350
2440	302321	69233
2441	302476	69116
2442	302617	68996
2443	302755	68875
2444	302861	68747
2445	302995	68626
2446	303147	68508
2447	303280	68386
2448	303406	68263
2449	303533	68140
2450	303683	68022
2451	303809	67898
2452	303927	67773
2453	304054	67650
2454	304191	67529
2455	304326	67407
2456	304493	67293
2457	304611	67168
2458	304763	67050
2459	304893	66927
2460	305021	66804
2461	305154	66682
2462	305277	66558
2463	305410	66436
2464	305528	66311
2465	305663	66189
2466	305803	66069
2467	305958	65952
2468	306088	65829
2469	306236	65710
2470	306387	65592
2471	306525	65471
2472	306643	65346
2473	306791	65227
2474	306933	65107
2475	307091	64990
2476	307211	64865
2477	307342	64742
2478	307466	64618
2479	307583	64493
2480	307695	64366
2481	307817	64242
2482	307936	64117
2483	308052	63991
2484	308189	63870
2485	308329	63749
2486	308470	63628
2487	308612	63508
2488	308732	63383
2489	308870	63262
2490	308998	63139
2491	309151	63021
2492	309256	62893
2493	309380	62769
2494	309503	62645
2495	309606	62516
2496	309712	62389
2497	309823	62262
2498	309948	62138
2499	310092	62018
2500	310236	61898
2501	310376	61777
2502	310505	61654
2503	310637	61532
2504	310766	61408
2505	310910	61288
2506	311054	61168
2507	311201	61049
2508	311344	60928
2509	311412	60793
2510	311541	60670
2511	311694	60552
2512	311822	60428
2513	311948	60305
2514	312087	60183
2515	312224	60062
2516	312365	59941
2517	312550	59828
2518	312712	59712
2519	312875	59595
2520	313019	59475
2521	313131	59348
2522	313268	59226
2523	313407	59105
2524	313536	58982
2525	313666	58859
2526	313806	58737
2527	313930	58613
2528	314071	58492
2529	314183	58366
2530	314313	58242
2531	314466	58124
2532	314615	58004
2533	314748	57881
2534	314876	57758
2535	314980	57630
2536	315122	57509
2537	315277	57391
2538	315434	57272
2539	315569	57150
2540	315692	57025
2541	315815	56901
2542	315939	56777
2543	316070	56654
2544	316232	56536
2545	316365	56413
2546	316486	56289
2547	316596	56162
2548	316720	56038
2549	316828	55910
2550	316950	55786
2551	317072	55661
2552	317196	55537
2553	317320	55413
2554	317441	55288
2555	317562	55163
2556	317695	55040
2557	317837	54919
2558	317937	54791
2559	318054	54665
2560	318158	54537
2561	318295	54415
2562	318405	54289
2563	318532	54165
2564	318649	54040
2565	318773	53915
2566	318897	53791
2567	319032	53668
2568	319165	53546
2569	319288	53421
2570	319406	53296
2571	319528	53171
2572	319694	53054
2573	319826	52931
2574	319957	52808
2575	320095	52686
2576	320207	52560
2577	320318	52433
2578	320441	52309
2579	320551	52182
2580	320676	52058
2581	320792	51933
2582	320927	51810
2583	321045	51685
2584	321173	51561
2585	321299	51437
2586	321429	51314
2587	321545	51188
2588	321668	51064
2589	321812	50943
2590	321930	50818
2591	322057	50694
2592	322185	50570
2593	322308	50446
2594	322421	50320
2595	322545	50195
2596	322672	50071
2597	322793	49947
2598	322919	49823
2599	323042	49698
2600	323178	49576
2601	323281	49448
2602	323409	49325
2603	323538	49201
2604	323658	49076
2605	323780	48952
2606	323907	48828
2607	324022	48702
2608	324159	48580
2609	324290	48457
2610	324417	48333
2611	324572	48213
2612	324697	48089
2613	324823	47965
2614	324962	47843
2615	325099	47721
2616	325253	47601
2617	325393	47479
2618	325537	47357
2619	325675	47235
2620	325804	47111
2621	325920	46986
2622	326044	46861
2623	326165	46737
2624	326303	46614
2625	326435	46491
2626	326563	46367
2627	326681	46242
2628	326802	46117
2629	326916	45992
2630	327034	45866
2631	327149	45741
2632	327273	45616
2633	327381	45490
2634	327509	45366
2635	327644	45243
2636	327793	45122
2637	327918	44998
2638	328046	44874
2639	328181	44752
2640	328301	44627
2641	328417	44501
2642	328599	44385
2643	328725	44261
2644	328855	44137
2645	328996	44015
2646	329116	43890
2647	329228	43764
2648	329343	43638
2649	329444	43511
2650	329579	43388
2651	329713	43265
2652	329844	43142
2653	329969	43017
2654	330097	42894
2655	330214	42768
2656	330362	42647
2657	330489	42523
2658	330612	42399
2659	330742	42275
2660	330880	42152
2661	331023	42030
2662	331172	41909
2663	331305	41786
2664	331446	41664
2665	331619	41545
2666	331722	41418
2667	331831	41292
2668	331946	41166
2669	332074	41042
2670	332204	40919
2671	332323	40794
2672	332451	40670
2673	332563	40544
2674	332703	40421
2675	332844	40299
2676	332995	40178
2677	333118	40053
2678	333252	39930
2679	333400	39809
2680	333544	39686
2681	333686	39564
2682	333808	39439
2683	333936	39315
2684	334063	39191
2685	334181	39066
2686	334311	38942
2687	334420	38816
2688	334540	38691
2689	334663	38567
2690	334783	38442
2691	334905	38317
2692	335041	38194
2693	335188	38072
2694	335326	37949
2695	335462	37826
2696	335612	37705
2697	335767	37584
2698	335909	37461
2699	336046	37338
2700	336187	37215
2701	336332	37093
2702	336467	36970
2703	336587	36845
2704	336699	36719
2705	336821	36594
2706	336941	36469
2707	337080	36346
2708	337220	36224
2709	337346	36099
2710	337460	35974
2711	337593	35850
2712	337742	35728
2713	337866	35604
2714	337983	35478
2715	338109	35354
2716	338249	35231
2717	338389	35108
2718	338529	34985
2719	338672	34863
2720	338802	34739
2721	338920	34614
2722	339057	34490
2723	339195	34367
2724	339328	34244
2725	339464	34120
2726	339604	33997
2727	339738	33874
2728	339865	33749
2729	339990	33625
2730	340129	33502
2731	340270	33379
2732	340407	33256
2733	340542	33132
2734	340663	33007
2735	340799	32884
2736	340927	32759
2737	341061	32636
2738	341177	32510
2739	341293	32385
2740	341425	32261
2741	341559	32137
2742	341681	32013
2743	341816	31889
2744	341951	31766
2745	342078	31641
2746	342219	31518
2747	342346	31394
2748	342467	31269
2749	342601	31145
2750	342708	31019
2751	342851	30896
2752	342996	30773
2753	343147	30651
2754	343283	30527
2755	343408	30403
2756	343540	30279
2757	343680	30156
2758	343807	30031
2759	343947	29908
2760	344084	29784
2761	344221	29661
2762	344337	29535
2763	344468	29411
2764	344607	29288
2765	344744	29164
2766	344886	29041
2767	345018	28917
2768	345141	28792
2769	345275	28669
2770	345424	28546
2771	345567	28423
2772	345675	28297
2773	345807	28173
2774	345941	28049
2775	346077	27925
2776	346210	27801
2777	346349	27678
2778	346487	27554
2779	346617	27430
2780	346749	27306
2781	346881	27181
2782	347010	27057
2783	347139	26933
2784	347268	26808
2785	347402	26684
2786	347535	26560
2787	347674	26437
2788	347822	26314
2789	347943	26189
2790	348065	26064
2791	348192	25939
2792	348325	25815
2793	348463	25692
2794	348598	25568
2795	348715	25442
2796	348852	25318
2797	348986	25194
2798	349123	25071
2799	349254	24946
2800	349393	24823
2801	349530	24699
2802	349662	24574
2803	349801	24451
2804	349943	24327
2805	350075	24203
2806	350204	24078
2807	350328	23954
2808	350456	23829
2809	350576	23704
2810	350701	23579
2811	350835	23455
2812	350968	23331
2813	351073	23205
2814	351206	23081
2815	351340	22956
2816	351480	22833
2817	351613	22708
2818	351749	22584
2819	351878	22460
2820	352013	22336
2821	352146	22211
2822	352298	22088
2823	352424	21964
2824	352553	21839
2825	352671	21714
2826	352802	21589
2827	352934	21465
2828	353068	21341
2829	353183	21215
2830	353319	21091
2831	353449	20967
2832	353582	20843
2833	353711	20718
2834	353841	20593
2835	353965	20469
2836	354099	20344
2837	354238	20220
2838	354371	20096
2839	354506	19972
2840	354643	19848
2841	354765	19723
2842	354894	19598
2843	355018	19473
2844	355155	19349
2845	355267	19223
2846	355400	19099
2847	355530	18974
2848	355661	18850
2849	355791	18725
2850	355928	18601
2851	356060	18477
2852	356194	18352
2853	356330	18228
2854	356459	18103
2855	356589	17979
2856	356728	17855
2857	356856	17730
2858	356984	17605
2859	357106	17480
2860	357240	17356
2861	357354	17230
2862	357484	17106
2863	357620	16981
2864	357756	16857
2865	357896	16733
2866	358033	16609
2867	358163	16484
2868	358297	16360
2869	358417	16234
2870	358548	16110
2871	358679	15985
2872	358806	15860
2873	358944	15736
2874	359079	15612
2875	359218	15487
2876	359350	15363
2877	359485	15238
2878	359606	15113
2879	359729	14988
2880	359841	14863
2881	359976	14738
2882	360097	14613
2883	360227	14489
2884	360361	14364
2885	360492	14239
2886	360626	14115
2887	360758	13990
2888	360894	13866
2889	361020	13741
2890	361152	13616
2891	361288	13492
2892	361427	13367
2893	361548	13242
2894	361712	13119
2895	361842	12994
2896	361975	12869
2897	362114	12745
2898	362247	12620
2899	362376	12495
2900	362509	12371
2901	362642	12246
2902	362762	12121
2903	362893	11996
2904	363008	11871
2905	363123	11745
2906	363238	11620
2907	363359	11495
2908	363515	11371
2909	363657	11247
2910	363774	11121
2911	363875	10996
2912	364009	10871
2913	364114	10745
2914	364234	10620
2915	364336	10495
2916	364450	10370
2917	364566	10244
2918	364680	10119
2919	364805	9994
2920	364923	9869
2921	365051	9744
2922	365178	9619
2923	365299	9494
2924	365427	9369
2925	365533	9244
2926	365664	9119
2927	365794	8994
2928	365931	8870
2929	366057	8745
2930	366185	8620
2931	366319	8495
2932	366452	8371
2933	366583	8246
2934	366711	8121
2935	366832	7996
2936	366962	7871
2937	367098	7746
2938	367215	7621
2939	367334	7496
2940	367475	7372
2941	367606	7247
2942	367732	7122
2943	367848	6997
2944	367970	6872
2945	368118	6747
2946	368248	6622
2947	368344	6497
2948	368471	6372
2949	368596	6247
2950	368711	6122
2951	368841	5997
2952	368971	5872
2953	369102	5747
2954	369238	5622
2955	369365	5498
2956	369475	5372
2957	369607	5247
2958	369737	5123
2959	369862	4998
2960	370016	4873
2961	370095	4748
2962	370253	4623
2963	370405	4498
2964	370524	4373
2965	370638	4248
2966	370755	4123
2967	370893	3998
2968	371035	3874
2969	371164	3749
2970	371269	3623
2971	371379	3498
2972	371494	3373
2973	371615	3248
2974	371774	3124
2975	371899	2999
2976	372025	2874
2977	372156	2749
2978	372284	2624
2979	372401	2499
2980	372531	2374
2981	372676	2249
2982	372817	2124
2983	372943	1999
2984	373082	1874
2985	373207	1749
2986	373324	1624
2987	373485	1499
2988	373609	1374
2989	373730	1249
2990	373857	1124
2991	373977	999
2992	374116	874
2993	374249	749
2994	374385	625
2995	374508	500
2996	374627	375
2997	374756	250
2998	374885	125
2999	374992	0
